"","assembly_id","rDNA_copynumber","taxid","superkingdom","supergroup","kingdom","phylum","class","order","family","genus","species"
"13131","GCA_030780345",1,43265,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Cordyceps","Cordyceps javanica"
"13132","GCA_030780385",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13133","GCA_030780425",1,1069079,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria varroae"
"13134","GCA_030780465",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13135","GCA_030780475",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13136","GCA_030780505",1,43265,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Cordyceps","Cordyceps javanica"
"13137","GCA_030780525",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13138","GCA_030780535",1,43265,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Cordyceps","Cordyceps javanica"
"13139","GCA_030780585",1,43265,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Cordyceps","Cordyceps javanica"
"13140","GCA_030780625",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13141","GCA_030780665",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13142","GCA_030780685",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13143","GCA_030780705",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13144","GCA_030780725",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13145","GCA_030780745",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13146","GCA_030780765",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13147","GCA_030780785",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13148","GCA_030780825",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13149","GCA_030780845",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13150","GCA_030780865",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13151","GCA_030780885",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13152","GCA_030781025",1,43265,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Cordyceps","Cordyceps javanica"
"13153","GCA_030781065",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13154","GCA_030781105",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13155","GCA_030781125",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13156","GCA_030781145",1,43265,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Cordyceps","Cordyceps javanica"
"13157","GCA_030781305",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13158","GCA_030781385",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13159","GCA_030781405",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13160","GCA_030781485",1,43265,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Cordyceps","Cordyceps javanica"
"13161","GCA_030781505",1,43265,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Cordyceps","Cordyceps javanica"
"13162","GCA_030781525",1,43265,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Cordyceps","Cordyceps javanica"
"13163","GCA_030781585",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13164","GCA_030781665",1,132109,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Lecanicillium","Lecanicillium longisporum"
"13165","GCA_030781685",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13166","GCA_030781805",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13167","GCA_030781825",1,2714763,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Akanthomyces","Akanthomyces lecanii"
"13168","GCA_030781865",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13169","GCA_030781925",1,132109,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Lecanicillium","Lecanicillium longisporum"
"13170","GCA_030781965",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13171","GCA_030782025",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13172","GCA_030782105",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13173","GCA_030782125",1,118266,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria brongniartii"
"13174","GCA_030782145",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13175","GCA_030782165",1,118266,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria brongniartii"
"13176","GCA_030782185",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13177","GCA_030782205",1,1069075,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria asiatica"
"13178","GCA_030782225",1,118266,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria brongniartii"
"13179","GCA_030782385",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13180","GCA_030782525",1,43265,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Cordyceps","Cordyceps javanica"
"13181","GCA_030782625",1,43265,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Cordyceps","Cordyceps javanica"
"13182","GCA_030782645",1,132109,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Lecanicillium","Lecanicillium longisporum"
"13183","GCA_030782705",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13184","GCA_030782745",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13185","GCA_030782805",1,2993628,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Aschersonia","Aschersonia sp. MBC 622"
"13186","GCA_030782845",1,1069079,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria varroae"
"13187","GCA_030782865",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13188","GCA_030782885",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13189","GCA_030782985",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13190","GCA_030783005",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13191","GCA_030783025",1,1069079,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria varroae"
"13192","GCA_030783045",1,43265,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Cordyceps","Cordyceps javanica"
"13193","GCA_030783085",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13194","GCA_030783165",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13195","GCA_030783205",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13196","GCA_030783265",1,132109,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Lecanicillium","Lecanicillium longisporum"
"13197","GCA_030783345",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13198","GCA_030783385",1,132109,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Lecanicillium","Lecanicillium longisporum"
"13199","GCA_030783505",1,118266,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria brongniartii"
"13200","GCA_030783525",1,2487154,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Lecanicillium","Lecanicillium uredinophilum"
"13201","GCA_030783545",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13202","GCA_030783605",1,89141,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Cordyceps","Cordyceps farinosa"
"13203","GCA_030783725",1,132109,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Lecanicillium","Lecanicillium longisporum"
"13204","GCA_030783745",1,132109,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Lecanicillium","Lecanicillium longisporum"
"13205","GCA_030783805",1,132109,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Lecanicillium","Lecanicillium longisporum"
"13206","GCA_030783825",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13207","GCA_030783965",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13208","GCA_030783995",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13209","GCA_030784025",1,132109,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Lecanicillium","Lecanicillium longisporum"
"13210","GCA_030784075",1,43265,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Cordyceps","Cordyceps javanica"
"13211","GCA_030784175",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13212","GCA_030784505",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13213","GCA_030784515",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13214","GCA_030784525",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13215","GCA_030784555",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13216","GCA_030784625",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13217","GCA_030784825",1,1069079,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria varroae"
"13218","GCA_030784865",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13219","GCA_030784885",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13220","GCA_030784925",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13221","GCA_030785025",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13222","GCA_030785045",1,983339,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Cordyceps","Cordyceps cateniannulata"
"13223","GCA_030785205",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13224","GCA_030785215",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13225","GCA_030785225",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13226","GCA_030786195",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13227","GCA_030786345",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13228","GCA_030786555",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13229","GCA_030786905",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13230","GCA_030786925",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13231","GCA_030786945",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13232","GCA_030786955",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13233","GCA_030786965",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13234","GCA_030786985",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13235","GCA_030787005",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13236","GCA_030787015",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13237","GCA_030787055",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13238","GCA_030787095",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13239","GCA_030787115",1,2993632,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium","Cladosporium sp. MBC 869"
"13240","GCA_030787135",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13241","GCA_030787155",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13242","GCA_030787195",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13243","GCA_030787235",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13244","GCA_030787255",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13245","GCA_030787275",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13246","GCA_030787405",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13247","GCA_030787415",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13248","GCA_030787525",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13249","GCA_030787535",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13250","GCA_030787685",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13251","GCA_030787705",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13252","GCA_030787845",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13253","GCA_030787925",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13254","GCA_030788025",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13255","GCA_030788085",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13256","GCA_030788195",5,47314,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila novamexicana"
"13257","GCA_030788265",15,40366,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila americana"
"13258","GCA_030788295",9,7244,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila virilis"
"13259","GCA_030788305",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13260","GCA_030788315",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13261","GCA_030788335",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13262","GCA_030788355",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13263","GCA_030788365",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13264","GCA_030789005",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13265","GCA_030789025",1,2993635,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arthrodermataceae","Arthroderma","Arthroderma sp. MBC 961"
"13266","GCA_030789045",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13267","GCA_030789085",1,983339,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Cordyceps","Cordyceps cateniannulata"
"13268","GCA_030789185",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13269","GCA_030789205",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13270","GCA_030789245",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13271","GCA_030789265",1,1649241,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium","Metarhizium rileyi"
"13272","GCA_030789285",1,2993634,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arthrodermataceae","Arthroderma","Arthroderma sp. MBC 929"
"13273","GCA_030789305",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13274","GCA_030789345",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13275","GCA_030789365",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13276","GCA_030789385",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13277","GCA_030789405",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13278","GCA_030789425",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13279","GCA_030789445",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13280","GCA_030789465",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13281","GCA_030789485",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13282","GCA_030789505",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13283","GCA_030789525",1,2714763,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Akanthomyces","Akanthomyces lecanii"
"13284","GCA_030789545",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"13285","GCA_030789565",1,931006,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria pseudobassiana"
"13286","GCA_030789585",1,176275,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
